all_six_pairs_cliff_ms,four_pair_subset_cliff_ms,paper_value_ms,binding_pair_all_six,binding_fibre_km_all_six,subsets_matching_3_2ms,subsets_total
5.005855086049699,3.211234286486433,3.2,Groningen-Maastricht,495.8,5,15
