link_fidelity,swap_success,t2_s,generation_rate_hz,status,utility,n_repeaters,served_pairs,total_pairs,all_pairs_served,min_w_pmin,n_model_vars,solve_seconds,repeaters,mean_hops,mean_fidelity
0.9590000000000001,0.725,0.001,1000.0,infeasible,-50.0,0,0,18,0,,0,0.0003871000008075498,,,
0.9590000000000001,0.725,0.001,1259.0552330005396,infeasible,-50.0,0,0,18,0,,0,0.0002612999960547313,,,
0.9590000000000001,0.725,0.001,1585.220079746043,infeasible,-50.0,0,0,18,0,,0,0.00022869999520480633,,,
0.9590000000000001,0.725,0.001,1995.879636861788,infeasible,-50.0,0,0,18,0,,0,0.00021830000332556665,,,
0.9590000000000001,0.725,0.001,2512.9227012300507,infeasible,-50.0,0,0,18,0,,0,0.00021320000087143853,,,
0.9590000000000001,0.725,0.001,3163.9084771095468,infeasible,-50.0,0,0,18,0,,0,0.00023049999435897917,,,
0.9590000000000001,0.725,0.001,3983.5355248395426,infeasible,-50.0,0,0,18,0,,0,0.00021879999985685572,,,
0.9590000000000001,0.725,0.001,5015.4912483927765,infeasible,-50.0,0,0,18,0,,0,0.00018590000399854034,,,
0.9590000000000001,0.725,0.001,6314.780502357335,infeasible,-50.0,0,0,18,0,,0,0.0001725999973132275,,,
0.9590000000000001,0.725,0.001,7950.657436742778,infeasible,-50.0,0,0,18,0,,0,0.0001664000010350719,,,
0.9590000000000001,0.725,0.001,10010.316851525651,infeasible,-50.0,0,0,18,0,,0,0.00015559999883407727,,,
0.9590000000000001,0.725,0.001,12603.541815906843,infeasible,-50.0,0,0,18,0,,0,0.00015490000077988952,,,
0.9590000000000001,0.725,0.001,15868.55527765865,infeasible,-50.0,0,0,18,0,,0,0.00015490000077988952,,,
0.9590000000000001,0.725,0.001,19979.387562494434,infeasible,-50.0,0,0,18,0,,0,0.0001512000017100945,,,
0.9590000000000001,0.725,0.001,25155.152462704536,infeasible,-50.0,0,0,18,0,,0,0.00015359999815700576,,,
0.9590000000000001,0.725,0.001,31671.726345094525,infeasible,-50.0,0,0,18,0,,0,0.0001537000061944127,,,
0.9590000000000001,0.725,0.001,39876.452792952354,infeasible,-50.0,0,0,18,0,,0,0.00016209999739658087,,,
0.9590000000000001,0.725,0.001,50206.65656246559,infeasible,-50.0,0,0,18,0,,0,0.000163800003065262,,,
0.9590000000000001,0.725,0.001,63212.953676433244,infeasible,-50.0,0,0,18,0,,0,0.00015600000187987462,,,
0.9590000000000001,0.725,0.001,79588.60011973389,infeasible,-50.0,0,0,18,0,,0,0.00015659999917261302,,,
0.9590000000000001,0.725,0.001,100206.44346793843,infeasible,-50.0,0,0,18,0,,0,0.00015499999426538125,,,
0.9590000000000001,0.725,0.001,126165.44702868049,infeasible,-50.0,0,0,18,0,,0,0.00015390000044135377,,,
0.9590000000000001,0.725,0.001,158849.26630531237,infeasible,-50.0,0,0,18,0,,0,0.0001554000045871362,,,
0.9590000000000001,0.725,0.001,200000.0,infeasible,-50.0,0,0,18,0,,0,0.00015410000196425244,,,
0.9590000000000001,0.725,0.0012216773489967918,1000.0,infeasible,-50.0,0,0,18,0,,0,0.00035319999733474106,,,
0.9590000000000001,0.725,0.0012216773489967918,1259.0552330005396,infeasible,-50.0,0,0,18,0,,0,0.0002249000026495196,,,
0.9590000000000001,0.725,0.0012216773489967918,1585.220079746043,infeasible,-50.0,0,0,18,0,,0,0.00020010000298498198,,,
0.9590000000000001,0.725,0.0012216773489967918,1995.879636861788,infeasible,-50.0,0,0,18,0,,0,0.00018960000306833535,,,
0.9590000000000001,0.725,0.0012216773489967918,2512.9227012300507,infeasible,-50.0,0,0,18,0,,0,0.00020590000349329785,,,
0.9590000000000001,0.725,0.0012216773489967918,3163.9084771095468,infeasible,-50.0,0,0,18,0,,0,0.00023859999782871455,,,
0.9590000000000001,0.725,0.0012216773489967918,3983.5355248395426,infeasible,-50.0,0,0,18,0,,0,0.00018080000154441223,,,
0.9590000000000001,0.725,0.0012216773489967918,5015.4912483927765,infeasible,-50.0,0,0,18,0,,0,0.0001736999984132126,,,
0.9590000000000001,0.725,0.0012216773489967918,6314.780502357335,infeasible,-50.0,0,0,18,0,,0,0.00017579999985173345,,,
0.9590000000000001,0.725,0.0012216773489967918,7950.657436742778,infeasible,-50.0,0,0,18,0,,0,0.00017220000154338777,,,
0.9590000000000001,0.725,0.0012216773489967918,10010.316851525651,infeasible,-50.0,0,0,18,0,,0,0.00017359999765176326,,,
0.9590000000000001,0.725,0.0012216773489967918,12603.541815906843,infeasible,-50.0,0,0,18,0,,0,0.00017050000315066427,,,
0.9590000000000001,0.725,0.0012216773489967918,15868.55527765865,infeasible,-50.0,0,0,18,0,,0,0.0001568000006955117,,,
0.9590000000000001,0.725,0.0012216773489967918,19979.387562494434,infeasible,-50.0,0,0,18,0,,0,0.0001512000017100945,,,
0.9590000000000001,0.725,0.0012216773489967918,25155.152462704536,infeasible,-50.0,0,0,18,0,,0,0.00015379999967990443,,,
0.9590000000000001,0.725,0.0012216773489967918,31671.726345094525,infeasible,-50.0,0,0,18,0,,0,0.0001503000021330081,,,
0.9590000000000001,0.725,0.0012216773489967918,39876.452792952354,infeasible,-50.0,0,0,18,0,,0,0.00017329999536741525,,,
0.9590000000000001,0.725,0.0012216773489967918,50206.65656246559,infeasible,-50.0,0,0,18,0,,0,0.00015629999688826501,,,
