point,source,generation_rate_hz,t2_s,link_fidelity,swap_success,budget,memories,paper_status,paper_utility,paper_repeaters,paper_served,paper_mean_hops,coordinated_status,coordinated_utility,coordinated_repeaters,coordinated_served,coordinated_mean_hops,paper_min_wp,paper_median_wp,coordinated_outcome,coordinated_change_kind,coordinated_regret_bits,coordinated_reverse_regret_bits,coordinated_regret_bits_per_pair,coordinated_site_jaccard,coordinated_sites_only_paper,coordinated_sites_only_other,coordinated_d_repeaters,coordinated_d_served,coordinated_pairs_path_differs,coordinated_pairs_width_differs,coordinated_d_mean_hops,coordinated_d_mean_width,coordinated_rate_gain_bits_common
midrange,midrange,20000.0,0.01,0.96,0.7,1000000,2048,optimal,134.02356056214217,55,14,7.214285714285714,optimal,115.70614639789015,55,14,7.214285714285714,0.5488958728243383,1.3801793090722998,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
midrange,midrange,20000.0,0.01,0.96,0.7,20,2048,optimal,44.2670589449292,20,14,4.214285714285714,optimal,33.184487397875465,20,14,4.214285714285714,0.0011769010906390318,0.0037743415412384226,changed,routing,0.2183825257612355,7.105427357601002e-15,0.015598751840088252,0.7391304347826086,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.015598751840088259
midrange,midrange,20000.0,0.01,0.96,0.7,10,2048,optimal,-43.408443232974136,10,12,2.9166666666666665,optimal,-47.94350744716982,10,12,2.9166666666666665,1.6190861620062102e-08,1.0241444599014328e-05,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projected,projected,200000.0,0.1,0.998,0.95,1000000,2048,optimal,281.79210865624424,47,18,10.0,optimal,258.250994676045,47,18,9.88888888888889,0.004669495497502257,1.122008484297834,changed,routing,0.601379820649413,0.2759795065459798,0.0334099900360785,1.0,0.0,0.0,0.0,0.0,4.0,6.0,-0.1111111111111111,0.0,0.03274207931272323
projected,projected,200000.0,0.1,0.998,0.95,20,2048,optimal,161.65470888763141,20,18,6.111111111111111,optimal,143.52904466935303,20,18,6.277777777777778,0.0006415196590429101,0.002722633110573114,changed,routing,0.47709712688120476,0.23950676376838942,0.02650539593784471,0.7391304347826086,3.0,3.0,0.0,0.0,4.0,8.0,0.16666666666666666,0.0,0.02747789701768228
projected,projected,200000.0,0.1,0.998,0.95,10,2048,optimal,-88.80736305451843,10,16,3.25,optimal,-96.01858302525206,10,16,3.25,4.047715405015526e-09,2.9388583350259428e-08,tie,,0.0,-1.4210854715202004e-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.7755575615628914e-17
lhs000,lhs,79018.17205913966,0.06992704995212132,0.9301802361961763,0.7310530218138814,1000000,2048,optimal,130.70727156293458,54,18,6.611111111111111,optimal,109.00927662569791,54,18,6.611111111111111,0.0011769010906390318,0.673110125948206,tie,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,9.868649107779169e-17
lhs000,lhs,79018.17205913966,0.06992704995212132,0.9301802361961763,0.7310530218138814,20,2048,optimal,47.073750306134,20,18,5.888888888888889,optimal,30.84413229323533,20,18,5.888888888888889,3.4138148663381095e-06,0.002722633110573114,changed,routing,0.203422356548014,0.0,0.011301242030445222,0.8181818181818182,2.0,2.0,0.0,0.0,5.0,8.0,0.0,0.0,0.011301242030444903
lhs000,lhs,79018.17205913966,0.06992704995212132,0.9301802361961763,0.7310530218138814,10,2048,optimal,-136.2664918604175,10,16,3.25,optimal,-143.47771183115114,10,16,3.25,8.095430810031051e-09,2.9388583350259428e-08,tie,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3877787807814457e-17
lhs001,lhs,17860.73835116323,0.0032412526836931082,0.9372069370453744,0.9433169234171821,1000000,2048,optimal,45.88019970896502,7,3,3.3333333333333335,optimal,43.08174039504824,7,3,3.3333333333333335,4.85657334919507,9.505973931238978,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs001,lhs,17860.73835116323,0.0032412526836931082,0.9372069370453744,0.9433169234171821,20,2048,optimal,45.88019970896502,7,3,3.3333333333333335,optimal,43.08174039504824,7,3,3.3333333333333335,4.85657334919507,9.505973931238978,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs001,lhs,17860.73835116323,0.0032412526836931082,0.9372069370453744,0.9433169234171821,10,2048,optimal,45.88019970896502,7,3,3.3333333333333335,optimal,43.08174039504824,7,3,3.3333333333333335,4.85657334919507,9.505973931238978,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs002,lhs,3526.959751495192,0.004054545163996494,0.9684694414740667,0.8058897742712832,1000000,2048,optimal,58.02099470984628,15,5,4.0,optimal,52.843720847693376,15,5,4.0,1.9067772279427784,4.85657334919507,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs002,lhs,3526.959751495192,0.004054545163996494,0.9684694414740667,0.8058897742712832,20,2048,optimal,58.02099470984628,15,5,4.0,optimal,52.843720847693376,15,5,4.0,1.9067772279427784,4.85657334919507,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs002,lhs,3526.959751495192,0.004054545163996494,0.9684694414740667,0.8058897742712832,10,2048,optimal,35.626245709907245,10,5,3.0,optimal,32.39515682088083,10,5,3.0,0.009338990995004515,0.037754317460680434,tie,,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lhs003,lhs,31935.484986209784,0.0117613628963826,0.9411191486569153,0.8747327719138562,1000000,2048,optimal,158.16400068149957,55,14,7.214285714285714,optimal,139.84658651724757,55,14,7.214285714285714,0.6070716686493838,1.155967541473722,tie,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,-3.172065784643304e-17
lhs003,lhs,31935.484986209784,0.0117613628963826,0.9411191486569153,0.8747327719138562,20,2048,optimal,84.85134660568862,20,14,4.785714285714286,optimal,71.52607760944589,20,14,4.857142857142857,0.0014395937924872937,0.0049008263849227695,changed,routing,0.2723490262183361,0.46594499807683576,0.019453501872738293,0.48148148148148145,7.0,7.0,0.0,0.0,8.0,6.0,0.07142857142857142,0.0,0.03894344820743859
lhs003,lhs,31935.484986209784,0.0117613628963826,0.9411191486569153,0.8747327719138562,10,2048,optimal,-30.248629299552423,10,12,2.9166666666666665,optimal,-34.7836935137481,10,12,2.9166666666666665,1.6190861620062102e-08,1.0241444599014328e-05,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs004,lhs,1235.8291207556929,0.005504639816634067,0.9427041732553852,0.6997755225556053,1000000,2048,optimal,61.944029525056045,32,8,5.0,optimal,52.729572114151374,32,8,5.0,1.9067772279427784,2.428286674597535,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs004,lhs,1235.8291207556929,0.005504639816634067,0.9427041732553852,0.6997755225556053,20,2048,optimal,40.54572205794402,20,8,4.25,optimal,32.70553352354437,20,8,4.25,0.004076617426467817,2.7603586181445996,tie,,0.0,0.0,0.0,0.6666666666666666,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
lhs004,lhs,1235.8291207556929,0.005504639816634067,0.9427041732553852,0.6997755225556053,10,2048,optimal,-15.812491494376099,10,8,2.625,optimal,-18.76650051497706,10,8,2.625,1.1489468972052147e-05,0.0049174962982084965,changed,routing,0.9324757330447291,0.23751019573299992,0.11655946663059114,0.42857142857142855,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.11510516520764803
lhs005,lhs,165377.49208065658,0.02837622625534312,0.9417861972201874,0.882149059752233,1000000,2048,optimal,201.8761351309328,55,18,7.666666666666667,optimal,178.92047395485676,55,18,7.611111111111111,0.0006430429264664531,1.122008484297834,changed,routing,0.4066165491138065,0.05437351475598007,0.02258980828410036,1.0,0.0,0.0,0.0,0.0,2.0,10.0,-0.05555555555555555,0.0,-0.019704595734410364
lhs005,lhs,165377.49208065658,0.02837622625534312,0.9417861972201874,0.882149059752233,20,2048,optimal,121.99083722827713,20,18,6.111111111111111,optimal,103.59149823966554,20,18,6.111111111111111,0.0006415196590429101,0.002722633110573114,tie,,1.4210854715202004e-14,0.0,7.894919286223335e-16,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,-6.1679056923619804e-18
lhs005,lhs,165377.49208065658,0.02837622625534312,0.9417861972201874,0.882149059752233,10,2048,optimal,-106.9042947927297,10,16,3.25,optimal,-114.11551476346337,10,16,3.25,4.047715405015526e-09,2.9388583350259428e-08,tie,,1.4210854715202004e-14,2.842170943040401e-14,8.881784197001252e-16,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-32.0,1.1796119636642288e-16
lhs006,lhs,37629.8991537241,0.009746168793087677,0.9936673511575277,0.7744473961396068,1000000,2048,optimal,171.86335176366714,55,14,7.214285714285714,optimal,153.5459375994152,55,14,7.214285714285714,0.5488958728243383,1.3801793090722998,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs006,lhs,37629.8991537241,0.009746168793087677,0.9936673511575277,0.7744473961396068,20,2048,optimal,70.07664672299494,20,14,4.214285714285714,optimal,59.17670097308938,20,14,4.285714285714286,0.0014395937924872937,0.0037743415412384226,changed,routing,0.38604815369615153,0.38730934263885786,0.02757486812115368,0.7391304347826086,3.0,3.0,0.0,0.0,4.0,6.0,0.07142857142857142,0.0,0.028899760687291887
lhs006,lhs,37629.8991537241,0.009746168793087677,0.9936673511575277,0.7744473961396068,10,2048,optimal,-25.39725686966043,10,12,2.9166666666666665,optimal,-29.932321083856113,10,12,2.9166666666666665,1.6190861620062102e-08,1.0241444599014328e-05,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs007,lhs,22124.724469663055,0.002901229972323916,0.9318908885705877,0.7986667359379662,1000000,2048,optimal,31.109238694658988,4,2,3.0,optimal,29.367989297481415,4,2,3.0,9.505973931238978,10.97073744949521,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs007,lhs,22124.724469663055,0.002901229972323916,0.9318908885705877,0.7986667359379662,20,2048,optimal,31.109238694658988,4,2,3.0,optimal,29.367989297481415,4,2,3.0,9.505973931238978,10.97073744949521,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs007,lhs,22124.724469663055,0.002901229972323916,0.9318908885705877,0.7986667359379662,10,2048,optimal,31.109238694658988,4,2,3.0,optimal,29.367989297481415,4,2,3.0,9.505973931238978,10.97073744949521,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs008,lhs,1856.2576040035221,0.08847950516112593,0.9889188522913053,0.8341861393128172,1000000,2048,optimal,127.4260417500465,55,18,9.0,optimal,102.83281891263164,55,18,9.0,0.0012830393180858202,1.0498069184591903,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs008,lhs,1856.2576040035221,0.08847950516112593,0.9889188522913053,0.8341861393128172,20,2048,optimal,19.86183218887575,20,18,6.111111111111111,optimal,1.462493200264154,20,18,6.111111111111111,0.0006415196590429101,0.002722633110573114,changed,routing,0.20342235654799978,-3.552713678800501e-15,0.011301242030444433,0.9047619047619048,1.0,1.0,0.0,0.0,4.0,10.0,0.0,0.0,0.011301242030444655
lhs008,lhs,1856.2576040035221,0.08847950516112593,0.9889188522913053,0.8341861393128172,10,2048,optimal,-204.98398151687874,10,16,3.25,optimal,-212.19520148761245,10,16,3.25,8.095430810031051e-09,2.9388583350259428e-08,tie,,-2.842170943040401e-14,5.684341886080802e-14,-1.7763568394002505e-15,0.8181818181818182,1.0,1.0,0.0,0.0,4.0,9.0,0.0,32.0,-2.7755575615628914e-17
lhs009,lhs,14730.38693686605,0.004881148534823741,0.9236056082629825,0.5895642623409463,1000000,2048,optimal,65.61236961515128,20,6,4.333333333333333,optimal,59.14399777609846,20,6,4.333333333333333,1.9067772279427784,3.922708763655577,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs009,lhs,14730.38693686605,0.004881148534823741,0.9236056082629825,0.5895642623409463,20,2048,optimal,65.61236961515128,20,6,4.333333333333333,optimal,59.14399777609846,20,6,4.333333333333333,1.9067772279427784,3.922708763655577,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs009,lhs,14730.38693686605,0.004881148534823741,0.9236056082629825,0.5895642623409463,10,2048,optimal,34.15225429102379,10,6,2.6666666666666665,optimal,30.651452967614144,10,6,2.6666666666666665,0.0035505853486339314,0.010427870667451433,tie,,0.0,0.0,0.0,0.42857142857142855,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
lhs010,lhs,2151.728417566242,0.0038980023305461116,0.94388961812943,0.5646171411176155,1000000,2048,optimal,38.23672477249643,11,4,3.75,optimal,34.24927664723832,11,4,3.75,3.0924305616916645,5.537161916535396,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs010,lhs,2151.728417566242,0.0038980023305461116,0.94388961812943,0.5646171411176155,20,2048,optimal,38.23672477249643,11,4,3.75,optimal,34.24927664723832,11,4,3.75,3.0924305616916645,5.537161916535396,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs010,lhs,2151.728417566242,0.0038980023305461116,0.94388961812943,0.5646171411176155,10,2048,optimal,31.92735311137556,9,4,3.25,optimal,28.76891079313607,10,4,3.5,0.009338990995004515,5.537161916535396,changed,routing,0.22505219679571908,0.04100290643244975,0.05626304919892977,0.7272727272727273,1.0,2.0,1.0,0.0,2.0,0.0,0.25,0.0,0.11226286461180446
lhs011,lhs,59793.60992576768,0.01640348397896067,0.9251157081775817,0.8066711783954088,1000000,2048,optimal,129.967576091381,54,18,6.388888888888889,optimal,108.53708633100288,54,18,6.388888888888889,2.038308713233904e-06,0.8632481271971526,tie,,-1.4210854715202004e-14,-2.842170943040401e-14,-7.894919286223335e-16,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1.2335811384723962e-16
lhs011,lhs,59793.60992576768,0.01640348397896067,0.9251157081775817,0.8066711783954088,20,2048,optimal,30.987170865951832,20,18,4.888888888888889,optimal,16.748493498679043,20,18,4.888888888888889,7.050825480545712e-06,0.0014395937924872937,tie,,-3.552713678800501e-15,-3.552713678800501e-15,-1.9737298215558337e-16,0.6666666666666666,4.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
lhs011,lhs,59793.60992576768,0.01640348397896067,0.9251157081775817,0.8066711783954088,10,2048,optimal,-138.80217702283426,10,16,3.25,optimal,-146.0133969935679,10,16,3.25,8.095430810031051e-09,1.874200708014524e-08,tie,,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0,0.0,4.0,7.0,0.0,16.0,-6.938893903907228e-17
lhs012,lhs,1043.0233815452114,0.02024621696956498,0.9833934959170073,0.888005675915581,1000000,2048,optimal,122.47696158973325,51,18,9.166666666666666,optimal,98.29449338132642,55,18,9.444444444444445,0.0025660786361716404,1.122008484297834,changed,routing,0.4500776435312588,1.0287210949625774,0.025004313529514377,0.9272727272727272,0.0,4.0,4.0,0.0,2.0,6.0,0.2777777777777778,0.0,0.043783286588823876
lhs012,lhs,1043.0233815452114,0.02024621696956498,0.9833934959170073,0.888005675915581,20,2048,optimal,11.257083978494732,20,18,6.111111111111111,optimal,-7.074675915884942,20,18,6.166666666666667,0.0006415196590429101,0.002722633110573114,changed,routing,0.06757909423191322,0.22187409542043035,0.0037543941239951786,0.8181818181818182,2.0,2.0,0.0,0.0,4.0,10.0,0.05555555555555555,0.0,0.006560777373581973
lhs012,lhs,1043.0233815452114,0.02024621696956498,0.9833934959170073,0.888005675915581,10,2048,optimal,-215.92381378687662,10,16,3.25,feasible_at_limit,,0,0,,4.047715405015526e-09,5.0681735890487804e-08,solver_problem,,,,,,,,,,,,,,
lhs013,lhs,56720.33639798021,0.002661829245907471,0.9658526987484106,0.5222137405456004,1000000,2048,optimal,32.090855147624836,4,2,3.0,optimal,30.349605750447267,4,2,3.0,9.505973931238978,10.97073744949521,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs013,lhs,56720.33639798021,0.002661829245907471,0.9658526987484106,0.5222137405456004,20,2048,optimal,32.090855147624836,4,2,3.0,optimal,30.349605750447267,4,2,3.0,9.505973931238978,10.97073744949521,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs013,lhs,56720.33639798021,0.002661829245907471,0.9658526987484106,0.5222137405456004,10,2048,optimal,32.090855147624836,4,2,3.0,optimal,30.349605750447267,4,2,3.0,9.505973931238978,10.97073744949521,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs014,lhs,10516.706429150972,0.04060173459594948,0.9851789919567602,0.8581011462994944,1000000,2048,optimal,176.3350680449772,55,18,9.0,optimal,151.85213707816385,55,18,9.444444444444445,0.0025660786361716404,1.0255901798100329,changed,routing,0.11029187060148615,1.329183853369102,0.006127326144527008,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.4444444444444444,0.0,0.029829664501691
lhs014,lhs,10516.706429150972,0.04060173459594948,0.9851789919567602,0.8581011462994944,20,2048,optimal,67.35373733673975,20,18,6.111111111111111,optimal,48.97825644480758,20,18,6.166666666666667,0.0006415196590429101,0.002722633110573114,changed,routing,0.22728045322742219,0.26559509297294426,0.012626691845967899,0.9047619047619048,1.0,1.0,0.0,0.0,4.0,8.0,0.05555555555555555,0.0,0.015116397930500156
lhs014,lhs,10516.706429150972,0.04060173459594948,0.9851789919567602,0.8581011462994944,10,2048,optimal,-164.0743516578799,10,16,3.25,optimal,-171.28557162861352,10,16,3.25,8.095430810031051e-09,2.9388583350259428e-08,tie,,-2.842170943040401e-14,0.0,-1.7763568394002505e-15,0.8181818181818182,1.0,1.0,0.0,0.0,4.0,4.0,0.0,32.0,-6.245004513516506e-17
lhs015,lhs,4675.719796987838,0.00860206009562279,0.9418556089471422,0.5231028829832356,1000000,2048,optimal,70.3640824299191,53,11,5.818181818181818,optimal,56.82653495896299,53,11,5.818181818181818,0.8114653145400904,2.043148610528134,identical,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs015,lhs,4675.719796987838,0.00860206009562279,0.9418556089471422,0.5231028829832356,20,2048,optimal,28.449954655096565,20,11,4.454545454545454,optimal,18.240210810434625,20,11,4.545454545454546,0.0025660786361716404,0.005758375169949175,changed,routing,0.22409481784051621,0.17473560164794222,0.020372256167319656,0.9047619047619048,1.0,1.0,0.0,0.0,2.0,0.0,0.09090909090909091,0.0,0.03935388546578832
lhs015,lhs,4675.719796987838,0.00860206009562279,0.9418556089471422,0.5231028829832356,10,2048,optimal,-47.38173799519868,10,10,2.5,optimal,-51.729469862623624,10,10,2.5,1.6190861620062102e-08,5.825082548054571e-05,changed,routing,0.014960169213225072,0.0,0.0014960169213225072,0.5384615384615384,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0014960169213226397
lhs016,lhs,198928.39198102965,0.09544787986186125,0.9295652889979108,0.6252210185635688,1000000,2048,optimal,130.6578614957619,54,18,6.611111111111111,optimal,108.9598665585252,54,18,6.611111111111111,0.0006430429264664531,0.5418829878175392,tie,,-1.4210854715202004e-14,-2.842170943040401e-14,-7.894919286223335e-16,1.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,-4.9343245538895844e-17
lhs016,lhs,198928.39198102965,0.09544787986186125,0.9295652889979108,0.6252210185635688,20,2048,optimal,49.89322677644812,20,18,5.888888888888889,optimal,33.663608763549426,20,18,5.888888888888889,1.7069074331690547e-06,0.002722633110573114,changed,routing,0.20342235654801044,7.105427357601002e-15,0.011301242030445025,0.8181818181818182,2.0,2.0,0.0,0.0,5.0,10.0,0.0,0.0,0.011301242030444969
