point,budget,memories,plan,pair,hops,width,max_link_km,repeaters,wp_min,utility_under_paper,utility_under_coordinated,utility_under_ext
projected,15,100,paper,Kamloops-Vancouver,3,27,144.0,VAN-KAM:4;VAN-KAM:2,0.0002462429266260956,4.456638847077467,3.8716036459593663,-11.204029335456328
projected,15,100,paper,Kelowna-Saskatoon,11,7,151.4,KAM-KEL:1;KAM-CAL:1;KAM-CAL:3;KAM-CAL:5;KAM-CAL:7;CAL-EDM:1;CAL-EDM:3;EDM-SAS:1;EDM-SAS:3;EDM-SAS:5,3.508310635390915e-05,1.0067312260513106,-0.39857050184523435,-141.66725526924347
projected,15,100,paper,Kelowna-Vancouver,4,27,144.0,KAM-KEL:1;VAN-KAM:4;VAN-KAM:2,0.0002462429266260956,4.376832518792575,3.705236761869039,-28.564480637897212
projected,15,100,paper,Montreal-Ottawa,1,27,200.0,,2.7e-06,-1.8947510402052625,-1.894851364561625,-1.8947510402052588
projected,15,100,paper,Montreal-Toronto,3,52,225.0,Ottawa;TOR-OTT:3,6.934311447249285e-07,-4.015475085950581,-4.603654728888476,-42.0282807211598
projected,15,100,paper,Ottawa-Toronto,2,27,225.0,TOR-OTT:3,3.6005078668409747e-07,-4.881228813590187,-5.46622012770227,-26.28652555886948
projected,15,100,paper,Saskatoon-Vancouver,12,7,151.4,EDM-SAS:5;EDM-SAS:3;EDM-SAS:1;CAL-EDM:3;CAL-EDM:1;KAM-CAL:7;KAM-CAL:5;KAM-CAL:3;KAM-CAL:1;VAN-KAM:4;VAN-KAM:2,3.508310635390915e-05,0.9268606293303272,-0.512925079932049,-158.70513115560493
projected,15,100,coordinated,Calgary-Edmonton,3,14,150.0,CAL-EDM:1;CAL-EDM:3,7.872778552664888e-05,2.8115013670452567,2.8114094087587946,-7.0583598770455325
projected,15,100,coordinated,Calgary-Kamloops,5,14,150.0,KAM-CAL:7;KAM-CAL:5;KAM-CAL:3;KAM-CAL:1,7.872778552664888e-05,2.6518808282497344,1.7773338797792697,-34.48362104735317
projected,15,100,coordinated,Calgary-Kelowna,6,14,150.0,KAM-CAL:7;KAM-CAL:5;KAM-CAL:3;KAM-CAL:1;KAM-KEL:1,7.872778552664888e-05,2.5720586929199047,1.6764588783464178,-52.825192917199544
projected,15,100,coordinated,Calgary-Saskatoon,6,27,151.4,CAL-EDM:1;CAL-EDM:3;EDM-SAS:1;EDM-SAS:3;EDM-SAS:5,0.00013532055307936385,3.353494868281405,2.2088828458434353,-51.81262824673529
projected,15,100,coordinated,Calgary-Vancouver,7,14,150.0,KAM-CAL:7;KAM-CAL:5;KAM-CAL:3;KAM-CAL:1;VAN-KAM:4;VAN-KAM:2,7.872778552664888e-05,2.492228589859717,1.4184719906715861,-68.86289770558476
projected,15,100,coordinated,Edmonton-Kamloops,4,4,300.0,CAL-EDM:1;KAM-CAL:5;KAM-CAL:3,1.2649110640673518e-10,-16.515782381455892,-16.515959303425934,-80.27628460118619
projected,15,100,coordinated,Edmonton-Kelowna,8,14,150.0,CAL-EDM:3;CAL-EDM:1;KAM-CAL:7;KAM-CAL:5;KAM-CAL:3;KAM-CAL:1;KAM-KEL:1,7.872778552664888e-05,2.41239047583717,1.214454852604879,-80.25050175335491
projected,15,100,coordinated,Edmonton-Saskatoon,4,52,151.4,EDM-SAS:1;EDM-SAS:3;EDM-SAS:5,0.00026061736148618223,4.458683430099488,3.5841354007839095,-22.53773374295309
projected,15,100,coordinated,Edmonton-Vancouver,9,14,150.0,CAL-EDM:3;CAL-EDM:1;KAM-CAL:7;KAM-CAL:5;KAM-CAL:3;KAM-CAL:1;VAN-KAM:4;VAN-KAM:2,7.872778552664888e-05,2.3325443072962417,1.041645978382847,-96.28822260722086
projected,15,100,coordinated,Kamloops-Kelowna,2,27,126.7,KAM-KEL:1,0.0009954751674202849,6.551740379647151,6.551642628496326,3.8297773330009486
projected,15,100,coordinated,Kamloops-Saskatoon,10,7,151.4,KAM-CAL:1;KAM-CAL:3;KAM-CAL:5;KAM-CAL:7;CAL-EDM:1;CAL-EDM:3;EDM-SAS:1;EDM-SAS:3;EDM-SAS:5,3.508310635390915e-05,1.086593635609302,-0.31743558876408196,-122.31396348908066
projected,15,100,coordinated,Kamloops-Vancouver,3,27,144.0,VAN-KAM:4;VAN-KAM:2,0.0002462429266260956,4.456638847077467,3.8716036459593663,-11.204029335456328
projected,15,100,coordinated,Kelowna-Saskatoon,11,7,151.4,KAM-KEL:1;KAM-CAL:1;KAM-CAL:3;KAM-CAL:5;KAM-CAL:7;CAL-EDM:1;CAL-EDM:3;EDM-SAS:1;EDM-SAS:3;EDM-SAS:5,3.508310635390915e-05,1.0067312260513106,-0.39857050184523435,-141.66725526924347
projected,15,100,coordinated,Kelowna-Vancouver,4,27,144.0,KAM-KEL:1;VAN-KAM:4;VAN-KAM:2,0.0002462429266260956,4.376832518792575,3.705236761869039,-28.564480637897212
projected,15,100,coordinated,Montreal-Ottawa,2,52,133.3,OTT-MON:1,0.0011203060388165812,6.7221760401510595,6.72208617651597,4.503107596487142
projected,15,100,coordinated,Montreal-Toronto,4,27,225.0,OTT-MON:1;TOR-OTT:4;TOR-OTT:1,3.6005078668409747e-07,-5.040833630213097,-5.270898631796473,-40.234537672335954
projected,15,100,coordinated,Ottawa-Toronto,3,27,225.0,TOR-OTT:4;TOR-OTT:1,3.6005078668409747e-07,-4.961027301928206,-4.9611981649829655,-21.65582310966307
projected,15,100,coordinated,Saskatoon-Vancouver,12,7,151.4,EDM-SAS:5;EDM-SAS:3;EDM-SAS:1;CAL-EDM:3;CAL-EDM:1;KAM-CAL:7;KAM-CAL:5;KAM-CAL:3;KAM-CAL:1;VAN-KAM:4;VAN-KAM:2,3.508310635390915e-05,0.9268606293303272,-0.512925079932049,-158.70513115560493
projected,10,100,paper,Calgary-Edmonton,1,27,300.0,,8.538149682454624e-10,-13.52149937231103,-13.521599768779337,-13.52149937231103
projected,10,100,paper,Calgary-Kamloops,2,14,300.0,KAM-CAL:4,4.427188724235731e-10,-14.548822642775377,-15.133813966483974,-45.62171271762817
projected,10,100,paper,Calgary-Kelowna,3,27,228.8,KEL-CAL:5;KEL-CAL:2,2.661422132431666e-07,-5.397030364382171,-5.982075873046311,-40.21431996718304
projected,10,100,paper,Calgary-Saskatoon,3,14,240.0,CAL-SAS:3;CAL-SAS:5,5.5735003877489565e-08,-7.6525721318499365,-8.237621047257662,-46.54487924603819
projected,10,100,paper,Calgary-Vancouver,4,14,300.0,KAM-CAL:4;Kamloops;VAN-KAM:1,4.427188724235731e-10,-14.708427459398287,-15.336530852341951,-80.05115695857707
projected,10,100,paper,Edmonton-Kamloops,3,14,300.0,Calgary;KAM-CAL:4,4.427188724235731e-10,-14.628621131113396,-15.50311875575546,-76.77440128052244
projected,10,100,paper,Edmonton-Kelowna,4,14,300.0,Calgary;KEL-CAL:5;KEL-CAL:2,4.427188724235731e-10,-14.708427459398287,-14.708612975470857,-74.2095708150692
projected,10,100,paper,Edmonton-Vancouver,5,14,300.0,Calgary;KAM-CAL:4;Kamloops;VAN-KAM:1,4.427188724235731e-10,-14.788241669908919,-15.681830803931257,-111.20386124364394
projected,10,100,paper,Kamloops-Kelowna,1,27,190.0,,6.044547074134512e-06,-0.7320762069946868,-0.7321764419961946,-0.7320762069946891
projected,10,100,paper,Kamloops-Saskatoon,5,14,300.0,KAM-CAL:4;Calgary;CAL-SAS:3;CAL-SAS:5,4.427188724235731e-10,-14.788241669908919,-15.373356320268037,-108.85027993394621
projected,10,100,paper,Kamloops-Vancouver,2,27,288.0,VAN-KAM:1,2.2457621819772116e-09,-12.20608026281682,-12.20633699501585,-15.878776261374473
projected,10,100,paper,Kelowna-Saskatoon,6,27,240.0,KEL-CAL:2;KEL-CAL:5;Calgary;CAL-SAS:3;CAL-SAS:5,1.0748893604944417e-07,-6.944482225869423,-7.617293987179559,-100.60033671992751
