point,source,generation_rate_hz,t2_s,link_fidelity,swap_success,budget,memories,statuses_ok,base_paper_served,base_paper_repeaters,base_coord_served,base_coord_repeaters,unreachable_storage_heralded,median_wait_over_t2_storage_heralded,unreachable_storage_source,median_wait_over_t2_storage_source,unreachable_slowest_heralded,median_wait_over_t2_slowest_heralded,base_coord_kind,base_coord_d_served,base_coord_d_repeaters,base_coord_site_jaccard,base_coord_pairs_path_differs,base_coord_pairs_width_differs,base_coord_d_mean_hops,base_coord_d_mean_width,base_coord_d_mean_worst_link_km,wait_paper_storage_heralded_kind,wait_paper_storage_heralded_served,wait_paper_storage_heralded_repeaters,wait_paper_storage_heralded_d_served,wait_paper_storage_heralded_d_repeaters,wait_paper_storage_heralded_site_jaccard,wait_paper_storage_heralded_pairs_path_differs,wait_paper_storage_heralded_pairs_width_differs,wait_paper_storage_heralded_d_mean_hops,wait_paper_storage_heralded_d_mean_width,wait_paper_storage_heralded_d_mean_worst_link_km,wait_coord_storage_heralded_kind,wait_coord_storage_heralded_served,wait_coord_storage_heralded_repeaters,wait_coord_storage_heralded_d_served,wait_coord_storage_heralded_d_repeaters,wait_coord_storage_heralded_site_jaccard,wait_coord_storage_heralded_pairs_path_differs,wait_coord_storage_heralded_pairs_width_differs,wait_coord_storage_heralded_d_mean_hops,wait_coord_storage_heralded_d_mean_width,wait_coord_storage_heralded_d_mean_worst_link_km,wait_paper_storage_source_kind,wait_paper_storage_source_served,wait_paper_storage_source_repeaters,wait_paper_storage_source_d_served,wait_paper_storage_source_d_repeaters,wait_paper_storage_source_site_jaccard,wait_paper_storage_source_pairs_path_differs,wait_paper_storage_source_pairs_width_differs,wait_paper_storage_source_d_mean_hops,wait_paper_storage_source_d_mean_width,wait_paper_storage_source_d_mean_worst_link_km,wait_coord_storage_source_kind,wait_coord_storage_source_served,wait_coord_storage_source_repeaters,wait_coord_storage_source_d_served,wait_coord_storage_source_d_repeaters,wait_coord_storage_source_site_jaccard,wait_coord_storage_source_pairs_path_differs,wait_coord_storage_source_pairs_width_differs,wait_coord_storage_source_d_mean_hops,wait_coord_storage_source_d_mean_width,wait_coord_storage_source_d_mean_worst_link_km,wait_paper_slowest_heralded_kind,wait_paper_slowest_heralded_served,wait_paper_slowest_heralded_repeaters,wait_paper_slowest_heralded_d_served,wait_paper_slowest_heralded_d_repeaters,wait_paper_slowest_heralded_site_jaccard,wait_paper_slowest_heralded_pairs_path_differs,wait_paper_slowest_heralded_pairs_width_differs,wait_paper_slowest_heralded_d_mean_hops,wait_paper_slowest_heralded_d_mean_width,wait_paper_slowest_heralded_d_mean_worst_link_km,wait_coord_slowest_heralded_kind,wait_coord_slowest_heralded_served,wait_coord_slowest_heralded_repeaters,wait_coord_slowest_heralded_d_served,wait_coord_slowest_heralded_d_repeaters,wait_coord_slowest_heralded_site_jaccard,wait_coord_slowest_heralded_pairs_path_differs,wait_coord_slowest_heralded_pairs_width_differs,wait_coord_slowest_heralded_d_mean_hops,wait_coord_slowest_heralded_d_mean_width,wait_coord_slowest_heralded_d_mean_worst_link_km
lhs039,lhs,1289.1934279273564,0.022272581409026364,0.9934391015342303,0.602979475998084,1000000,100,1,7,26,5,15,3,0.6229630327385498,3,0.6229630327385498,0,0.277249689426545,served_and_memory,-2,-11,0.5769230769230769,0,1,0.0,14.6,0.0,served_and_memory,5,16,-2,-10,0.6153846153846154,0,1,0.0,5.0,0.0,served_and_memory,4,11,-3,-15,0.4230769230769231,0,1,0.0,18.25,0.0,served_and_memory,5,16,-2,-10,0.6153846153846154,0,1,0.0,5.0,0.0,served_and_memory,4,11,-3,-15,0.4230769230769231,0,1,0.0,18.25,0.0,memory_only,7,26,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,5,15,-2,-11,0.5769230769230769,0,3,0.0,14.6,0.0
lhs039,lhs,1289.1934279273564,0.022272581409026364,0.9934391015342303,0.602979475998084,20,100,1,6,20,5,15,1,0.5643175055150041,1,0.5643175055150041,0,0.2493436579215158,served_and_memory,-1,-5,0.75,0,1,0.0,14.6,0.0,served_set_only,5,16,-1,-4,0.8,0,0,0.0,0.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,1,0.0,18.25,0.0,served_set_only,5,16,-1,-4,0.8,0,0,0.0,0.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,1,0.0,18.25,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,1,0.0,14.6,0.0
lhs039,lhs,1289.1934279273564,0.022272581409026364,0.9934391015342303,0.602979475998084,10,100,1,3,7,3,7,0,0.20208288384215328,0,0.20208288384215328,0,0.07485741614516714,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs040,lhs,24269.343764801233,0.021461142190783426,0.9393468368917337,0.6582076367530126,1000000,100,1,11,53,11,53,7,1.0995726365753602,0,0.278069322011763,1,0.4108273039089294,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,5,16,-6,-37,0.3018867924528302,0,3,0.0,24.6,0.0,served_and_memory,5,16,-6,-37,0.3018867924528302,0,3,0.0,24.6,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,4,0.0,0.0,0.0,served_set_only,10,46,-1,-7,0.8679245283018868,0,0,0.0,0.0,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,2,0.0,0.0,0.0
lhs040,lhs,24269.343764801233,0.021461142190783426,0.9393468368917337,0.6582076367530126,20,100,1,7,18,6,20,2,0.7344846655994398,0,0.21672611881625706,0,0.24729515923348377,routing,-1,2,0.7272727272727273,1,2,-0.5,0.0,1.0,served_and_memory,5,16,-2,-2,0.8888888888888888,0,1,0.0,5.0,0.0,served_and_memory,5,16,-2,-2,0.8888888888888888,0,1,0.0,5.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,routing,6,20,-1,2,0.7272727272727273,1,4,-0.5,0.0,1.0,identical,7,18,0,0,1.0,0,0,0.0,0.0,0.0,routing,6,20,-1,2,0.7272727272727273,1,4,-0.5,0.0,1.0
lhs040,lhs,24269.343764801233,0.021461142190783426,0.9393468368917337,0.6582076367530126,10,100,1,5,10,5,10,3,1.0236369797928042,1,0.21672611881625706,1,0.4108273039089294,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0
lhs041,lhs,31251.10423862443,0.048729378065345295,0.9219708191178031,0.5871081870014041,1000000,100,1,11,53,9,39,2,0.45082493656328193,0,0.10449169003149471,0,0.18093444930125138,served_and_memory,-2,-14,0.7358490566037735,0,2,0.0,0.0,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,served_and_memory,9,39,-2,-14,0.7358490566037735,0,4,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,9,39,-2,-14,0.7358490566037735,0,0,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,9,39,-2,-14,0.7358490566037735,0,2,0.0,0.0,0.0
lhs041,lhs,31251.10423862443,0.048729378065345295,0.9219708191178031,0.5871081870014041,20,100,1,6,20,6,20,0,0.29070788227190014,0,0.07863263646462428,0,0.116789745143341,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0
lhs041,lhs,31251.10423862443,0.048729378065345295,0.9219708191178031,0.5871081870014041,10,100,1,5,10,3,7,1,0.45082493656328193,1,0.0906300366850127,1,0.18093444930125138,routing,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0
lhs042,lhs,31652.64065263523,0.002341422725272287,0.9827067017934709,0.6314654422832611,1000000,100,1,2,4,2,4,2,1.6249174582978276,0,0.8711944566620281,0,0.528059133099281,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs042,lhs,31652.64065263523,0.002341422725272287,0.9827067017934709,0.6314654422832611,20,100,1,2,4,2,4,2,1.6249174582978276,0,0.8711944566620281,0,0.528059133099281,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs042,lhs,31652.64065263523,0.002341422725272287,0.9827067017934709,0.6314654422832611,10,100,1,2,4,2,4,2,1.6249174582978276,0,0.8711944566620281,0,0.528059133099281,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs043,lhs,22852.01187202379,0.0021950716722839094,0.9889702783889326,0.8055685394513878,1000000,100,1,2,4,2,4,2,1.7332548688907365,0,0.9450402211327928,0,0.5632661885886353,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs043,lhs,22852.01187202379,0.0021950716722839094,0.9889702783889326,0.8055685394513878,20,100,1,2,4,2,4,2,1.7332548688907365,0,0.9450402211327928,0,0.5632661885886353,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs043,lhs,22852.01187202379,0.0021950716722839094,0.9889702783889326,0.8055685394513878,10,100,1,2,4,2,4,2,1.7332548688907365,0,0.9450402211327928,0,0.5632661885886353,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs044,lhs,4355.957857724798,0.04228019190125915,0.9571512110652153,0.838768698215257,1000000,100,1,14,55,11,53,7,0.9869929562212352,0,0.3724251450681654,0,0.3035596253305708,served_and_memory,-3,-2,0.9636363636363636,0,6,0.0,6.909090909090909,0.0,served_and_memory,10,46,-4,-9,0.8363636363636363,0,6,0.0,6.4,0.0,served_and_memory,10,46,-4,-9,0.8363636363636363,0,4,0.0,6.4,0.0,identical,14,55,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,11,53,-3,-2,0.9636363636363636,0,4,0.0,6.909090909090909,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,11,53,-3,-2,0.9636363636363636,0,4,0.0,6.909090909090909,0.0
lhs044,lhs,4355.957857724798,0.04228019190125915,0.9571512110652153,0.838768698215257,20,100,1,7,18,7,18,0,0.3728194962357812,0,0.20801229933796872,0,0.12552536629437977,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,identical,7,18,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0
lhs044,lhs,4355.957857724798,0.04228019190125915,0.9571512110652153,0.838768698215257,10,100,1,4,9,4,9,0,0.31773788337188885,0,0.14716154848237248,0,0.12791527092578872,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,identical,4,9,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,4,9,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,4,9,0,0,1.0,0,2,0.0,0.0,0.0,identical,4,9,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,4,9,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,4,9,0,0,1.0,0,2,0.0,0.0,0.0
lhs045,lhs,19657.178859926036,0.02660804159979216,0.9429055750390751,0.6615428527940387,1000000,100,1,11,53,11,53,4,0.8868779242596629,0,0.23722333355373415,0,0.33135934307598947,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,8,33,-3,-20,0.6226415094339622,0,3,0.0,4.625,0.0,served_and_memory,8,33,-3,-20,0.6226415094339622,0,3,0.0,4.625,0.0,memory_only,11,53,0,0,1.0,0,4,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0
lhs045,lhs,19657.178859926036,0.02660804159979216,0.9429055750390751,0.6615428527940387,20,100,1,7,18,6,20,1,0.49373976513322193,0,0.160623384620189,0,0.19945987214044644,routing,-1,2,0.7272727272727273,1,3,-0.5,4.166666666666667,1.0,routing,6,20,-1,2,0.7272727272727273,1,3,-0.5,4.166666666666667,1.0,routing,6,20,-1,2,0.7272727272727273,1,3,-0.5,4.166666666666667,1.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,routing,6,20,-1,2,0.7272727272727273,1,3,-0.5,4.166666666666667,1.0,memory_only,7,18,0,0,1.0,0,2,0.0,0.0,0.0,routing,6,20,-1,2,0.7272727272727273,1,1,-0.5,4.166666666666667,1.0
lhs045,lhs,19657.178859926036,0.02660804159979216,0.9429055750390751,0.6615428527940387,10,100,1,5,10,3,7,1,0.8256308038562701,1,0.18407333027561396,1,0.33135934307598947,routing,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0
lhs046,lhs,132542.8256175454,0.017912742222615394,0.9818903177550433,0.7539303280142855,1000000,100,1,17,55,17,55,15,2.47687263452554,0,0.3678133131319651,8,0.8652948147797387,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,11,-13,-44,0.2,0,4,0.0,49.25,0.0,served_and_memory,4,11,-13,-44,0.2,0,4,0.0,49.25,0.0,memory_only,17,55,0,0,1.0,0,6,0.0,0.0,0.0,memory_only,17,55,0,0,1.0,0,4,0.0,0.0,0.0,routing,12,48,-5,-7,0.8392857142857143,1,7,0.25,5.416666666666667,-0.3125,served_and_memory,12,54,-5,-1,0.9818181818181818,0,8,0.0,3.6666666666666665,0.0
lhs046,lhs,132542.8256175454,0.017912742222615394,0.9818903177550433,0.7539303280142855,20,100,1,11,20,11,20,9,2.1817013383164547,0,0.3678133131319651,5,0.6531605955025319,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,11,-7,-9,0.55,0,2,0.0,24.5,0.0,served_and_memory,4,11,-7,-9,0.55,0,2,0.0,24.5,0.0,identical,11,20,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,11,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,8,20,-3,0,1.0,0,4,0.0,4.75,0.0,served_and_memory,8,20,-3,0,1.0,0,4,0.0,4.75,0.0
lhs046,lhs,132542.8256175454,0.017912742222615394,0.9818903177550433,0.7539303280142855,10,100,1,5,10,5,10,2,0.8799813925462774,0,0.2117196138176759,1,0.25557035475914736,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,identical,5,10,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,5,10,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs047,lhs,6403.3378934899965,0.023065112627477107,0.9856834848838355,0.6402901710809538,1000000,100,1,11,53,11,53,6,1.0231072825773417,0,0.37212034786213916,1,0.3822579723518188,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,7,30,-4,-23,0.5660377358490566,0,4,0.0,12.142857142857142,0.0,served_and_memory,6,20,-5,-33,0.37735849056603776,0,2,0.0,16.333333333333332,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0
lhs047,lhs,6403.3378934899965,0.023065112627477107,0.9856834848838355,0.6402901710809538,20,100,1,7,18,6,20,1,0.6834078853186054,0,0.32881365940825474,0,0.23009801257505225,routing,-1,2,0.7272727272727273,1,1,-0.5,4.166666666666667,1.0,routing,6,20,-1,2,0.7272727272727273,1,1,-0.5,4.166666666666667,1.0,routing,6,20,-1,2,0.7272727272727273,1,1,-0.5,4.166666666666667,1.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,routing,6,20,-1,2,0.7272727272727273,1,3,-0.5,4.166666666666667,1.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,routing,6,20,-1,2,0.7272727272727273,1,1,-0.5,4.166666666666667,1.0
lhs047,lhs,6403.3378934899965,0.023065112627477107,0.9856834848838355,0.6402901710809538,10,100,1,5,10,3,7,1,0.6834078853186054,1,0.32881365940825474,1,0.19848010102882893,routing,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0
lhs048,lhs,90639.9966853723,0.0011309901768399525,0.9838758084028545,0.6425849235661862,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs048,lhs,90639.9966853723,0.0011309901768399525,0.9838758084028545,0.6425849235661862,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs048,lhs,90639.9966853723,0.0011309901768399525,0.9838758084028545,0.6425849235661862,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs049,lhs,16356.319322828132,0.018913949424692225,0.9354837605258577,0.6170293110735822,1000000,100,1,11,53,10,46,9,1.2926891299354075,0,0.348169550699995,1,0.6185856329896157,served_and_memory,-1,-7,0.8679245283018868,0,2,0.0,0.0,0.0,served_and_memory,5,16,-6,-37,0.3018867924528302,0,4,0.0,19.6,0.0,served_and_memory,5,16,-6,-37,0.3018867924528302,0,4,0.0,19.6,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,2,0.0,0.0,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,2,0.0,0.0,0.0,served_set_only,10,46,-1,-7,0.8679245283018868,0,0,0.0,0.0,0.0
lhs049,lhs,16356.319322828132,0.018913949424692225,0.9354837605258577,0.6170293110735822,20,100,1,6,20,6,20,3,0.8131532824601726,0,0.22818748994368868,0,0.31658632493901906,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,5,16,-1,-4,0.8,0,4,0.0,0.0,0.0,served_and_memory,5,16,-1,-4,0.8,0,4,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0
lhs049,lhs,16356.319322828132,0.018913949424692225,0.9354837605258577,0.6170293110735822,10,100,1,5,10,3,7,2,0.6945904271577145,1,0.23315425406368687,1,0.24204177465793708,routing,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0
lhs050,lhs,1187.7278585046583,0.045754675169836785,0.9281195613545361,0.8350498318208592,1000000,100,1,10,46,7,26,1,0.5253984517653002,1,0.5253984517653002,0,0.20759846011669592,served_and_memory,-3,-20,0.5652173913043478,0,3,0.0,10.428571428571429,0.0,served_set_only,9,39,-1,-7,0.8478260869565217,0,0,0.0,0.0,0.0,served_and_memory,7,26,-3,-20,0.5652173913043478,0,5,0.0,10.428571428571429,0.0,served_set_only,9,39,-1,-7,0.8478260869565217,0,0,0.0,0.0,0.0,served_and_memory,7,26,-3,-20,0.5652173913043478,0,5,0.0,10.428571428571429,0.0,identical,10,46,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,26,-3,-20,0.5652173913043478,0,3,0.0,10.428571428571429,0.0
lhs050,lhs,1187.7278585046583,0.045754675169836785,0.9281195613545361,0.8350498318208592,20,100,1,6,20,6,20,0,0.3450804161871379,0,0.3450804161871379,0,0.15088114322135546,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0
lhs050,lhs,1187.7278585046583,0.045754675169836785,0.9281195613545361,0.8350498318208592,10,100,1,3,7,3,7,0,0.10303986934299825,0,0.10303986934299825,0,0.039552236946623284,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs051,lhs,146169.54461969677,0.013155330296612009,0.9881760673747827,0.5827201698299576,1000000,100,1,14,55,12,54,12,3.1721173587691673,0,0.42902038868983483,7,0.9756166453499266,served_and_memory,-2,-1,0.9818181818181818,0,5,0.0,5.25,0.0,served_and_memory,4,11,-10,-44,0.2,0,3,0.0,39.75,0.0,served_and_memory,4,11,-10,-44,0.2,0,3,0.0,39.75,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,12,54,-2,-1,0.9818181818181818,0,7,0.0,5.25,0.0,routing,11,41,-3,-14,0.7454545454545455,1,7,0.2727272727272727,4.636363636363637,-0.11363636363636363,routing,10,40,-4,-15,0.6964285714285714,1,6,0.3,7.6,-0.42857142857142916
