backbone_km,highs,gurobi,cplex,abs_diff
60.0,2.1595478017180736,2.1595478017180736,2.1595478017180736,0.0
120.0,0.2698969275257378,0.2698969275257378,0.2698969275257378,0.0
240.0,-2.352651956246379,-2.352651956246379,-2.352651956246379,0.0
480.0,-6.1790263175933555,-6.1790263175933555,-6.1790263175933555,0.0
