generation_rate_hz,link_fidelity,t2_s,swap_success,status,utility,n_repeaters,served_pairs,total_pairs,all_pairs_served,min_w_pmin,n_model_vars,solve_seconds,repeaters,mean_hops,mean_fidelity
14142.13562373095,0.9590000000000001,0.001,0.8717391304347826,infeasible,-50.0,0,0,18,0,,0,0.00015179999900283292,,,
14142.13562373095,0.9590000000000001,0.001,0.8913043478260869,infeasible,-50.0,0,0,18,0,,0,0.00015169999824138358,,,
14142.13562373095,0.9590000000000001,0.001,0.9108695652173913,infeasible,-50.0,0,0,18,0,,0,0.0001503000021330081,,,
14142.13562373095,0.9590000000000001,0.001,0.9304347826086956,infeasible,-50.0,0,0,18,0,,0,0.00015749999874969944,,,
14142.13562373095,0.9590000000000001,0.001,0.95,infeasible,-50.0,0,0,18,0,,0,0.0001680000059423037,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.5,infeasible,-50.0,0,0,18,0,,0,0.0002575999969849363,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.5195652173913043,infeasible,-50.0,0,0,18,0,,0,0.00014419999934034422,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.5391304347826087,infeasible,-50.0,0,0,18,0,,0,0.00013059999764664099,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.558695652173913,infeasible,-50.0,0,0,18,0,,0,0.00012820000119972974,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.5782608695652174,infeasible,-50.0,0,0,18,0,,0,0.0001247000036528334,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.5978260869565217,infeasible,-50.0,0,0,18,0,,0,0.00012450000212993473,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.6173913043478261,infeasible,-50.0,0,0,18,0,,0,0.00011950000043725595,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.6369565217391304,infeasible,-50.0,0,0,18,0,,0,0.0001371000034851022,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.6565217391304348,infeasible,-50.0,0,0,18,0,,0,0.00013129999570082873,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.6760869565217391,infeasible,-50.0,0,0,18,0,,0,0.00012560000322991982,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.6956521739130435,infeasible,-50.0,0,0,18,0,,0,0.00012419999984558672,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.7152173913043478,infeasible,-50.0,0,0,18,0,,0,0.00012109999806853011,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.7347826086956522,infeasible,-50.0,0,0,18,0,,0,0.00011240000458201393,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.7543478260869565,infeasible,-50.0,0,0,18,0,,0,0.00010920000204350799,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.7739130434782608,infeasible,-50.0,0,0,18,0,,0,0.00010760000441223383,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.7934782608695652,infeasible,-50.0,0,0,18,0,,0,0.00010840000322787091,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.8130434782608695,infeasible,-50.0,0,0,18,0,,0,0.00010900000052060932,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.8326086956521739,infeasible,-50.0,0,0,18,0,,0,0.000109500004327856,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.8521739130434782,infeasible,-50.0,0,0,18,0,,0,0.00010880000627366826,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.8717391304347826,infeasible,-50.0,0,0,18,0,,0,0.00010620000102790073,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.8913043478260869,infeasible,-50.0,0,0,18,0,,0,9.770000178832561e-05,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.9108695652173913,infeasible,-50.0,0,0,18,0,,0,9.789999603526667e-05,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.9304347826086956,infeasible,-50.0,0,0,18,0,,0,9.789999603526667e-05,,,
14142.13562373095,0.9590000000000001,0.0012216773489967918,0.95,infeasible,-50.0,0,0,18,0,,0,9.649999992689118e-05,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.5,infeasible,-50.0,0,0,18,0,,0,0.00020000000222353265,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.5195652173913043,infeasible,-50.0,0,0,18,0,,0,0.00010689999908208847,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.5391304347826087,infeasible,-50.0,0,0,18,0,,0,9.619999764254317e-05,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.558695652173913,infeasible,-50.0,0,0,18,0,,0,0.00038330000097630545,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.5782608695652174,infeasible,-50.0,0,0,18,0,,0,0.0002995000031660311,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.5978260869565217,infeasible,-50.0,0,0,18,0,,0,0.00022739999985788018,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.6173913043478261,infeasible,-50.0,0,0,18,0,,0,0.00021740000374848023,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.6369565217391304,infeasible,-50.0,0,0,18,0,,0,0.00020760000188602135,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.6565217391304348,infeasible,-50.0,0,0,18,0,,0,0.00020560000120894983,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.6760869565217391,infeasible,-50.0,0,0,18,0,,0,0.00020529999892460182,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.6956521739130435,infeasible,-50.0,0,0,18,0,,0,0.00021569999807979912,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.7152173913043478,infeasible,-50.0,0,0,18,0,,0,0.0001967999996850267,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.7347826086956522,infeasible,-50.0,0,0,18,0,,0,0.00019410000095376745,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.7543478260869565,infeasible,-50.0,0,0,18,0,,0,0.00018039999849861488,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.7739130434782608,infeasible,-50.0,0,0,18,0,,0,0.00017520000255899504,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.7934782608695652,infeasible,-50.0,0,0,18,0,,0,0.0001747999995131977,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.8130434782608695,infeasible,-50.0,0,0,18,0,,0,0.00017439999646740034,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.8326086956521739,infeasible,-50.0,0,0,18,0,,0,0.00017249999655177817,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.8521739130434782,infeasible,-50.0,0,0,18,0,,0,0.00017220000154338777,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.8717391304347826,infeasible,-50.0,0,0,18,0,,0,0.0001720000000204891,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.8913043478260869,infeasible,-50.0,0,0,18,0,,0,0.00018689999706111848,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.9108695652173913,infeasible,-50.0,0,0,18,0,,0,0.00017799999477574602,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.9304347826086956,infeasible,-50.0,0,0,18,0,,0,0.0001754000040818937,,,
14142.13562373095,0.9590000000000001,0.0014924955450518291,0.95,infeasible,-50.0,0,0,18,0,,0,0.00017300000035902485,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.5,infeasible,-50.0,0,0,18,0,,0,0.00018110000382876024,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.5195652173913043,infeasible,-50.0,0,0,18,0,,0,0.00010969999857479706,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.5391304347826087,infeasible,-50.0,0,0,18,0,,0,0.00011110000195913017,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.558695652173913,infeasible,-50.0,0,0,18,0,,0,0.00010749999637482688,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.5782608695652174,infeasible,-50.0,0,0,18,0,,0,0.00010260000271955505,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.5978260869565217,infeasible,-50.0,0,0,18,0,,0,0.00010089999705087394,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.6173913043478261,infeasible,-50.0,0,0,18,0,,0,0.00010019999899668619,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.6369565217391304,infeasible,-50.0,0,0,18,0,,0,9.870000212686136e-05,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.6565217391304348,infeasible,-50.0,0,0,18,0,,0,9.890000364976004e-05,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.6760869565217391,infeasible,-50.0,0,0,18,0,,0,9.860000136541203e-05,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.6956521739130435,infeasible,-50.0,0,0,18,0,,0,9.899999713525176e-05,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.7152173913043478,infeasible,-50.0,0,0,18,0,,0,9.949999366654083e-05,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.7347826086956522,infeasible,-50.0,0,0,18,0,,0,9.919999865815043e-05,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.7543478260869565,infeasible,-50.0,0,0,18,0,,0,9.870000212686136e-05,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.7739130434782608,infeasible,-50.0,0,0,18,0,,0,9.71000044955872e-05,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.7934782608695652,infeasible,-50.0,0,0,18,0,,0,0.00010290000500390306,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.8130434782608695,infeasible,-50.0,0,0,18,0,,0,0.00010350000229664147,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.8326086956521739,infeasible,-50.0,0,0,18,0,,0,0.00010309999925084412,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.8521739130434782,infeasible,-50.0,0,0,18,0,,0,0.0001038999980664812,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.8717391304347826,infeasible,-50.0,0,0,18,0,,0,0.00010209999891230837,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.8913043478260869,infeasible,-50.0,0,0,18,0,,0,0.00010239999392069876,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.9108695652173913,infeasible,-50.0,0,0,18,0,,0,0.00010569999722065404,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.9304347826086956,infeasible,-50.0,0,0,18,0,,0,0.00010189999738940969,,,
14142.13562373095,0.9590000000000001,0.0018233480008684403,0.95,infeasible,-50.0,0,0,18,0,,0,9.770000178832561e-05,,,
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.5,optimal,18.983724643394655,4,2,18,0,0.46415888336127825,101,0.0076143999976920895,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.5195652173913043,optimal,19.205231671540147,4,2,18,0,0.46415888336127825,101,0.005535299998882692,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.5391304347826087,optimal,19.418549681164656,4,2,18,0,0.46415888336127825,101,0.005217199999606237,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.558695652173913,optimal,19.624262636392665,4,2,18,0,0.46415888336127825,101,0.004751299995405134,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.5782608695652174,optimal,19.822894181621912,4,2,18,0,0.46415888336127825,101,0.005916599999181926,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.5978260869565217,optimal,20.014915673265243,4,2,18,0,0.46415888336127825,101,0.009127999997872394,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.6173913043478261,optimal,20.20075291763588,4,2,18,0,0.46415888336127825,101,0.008731200003239792,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.6369565217391304,optimal,20.380791857306146,4,2,18,0,0.46415888336127825,101,0.009892200003378093,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.6565217391304348,optimal,20.55538339691747,4,2,18,0,0.46415888336127825,101,0.009360299998661503,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.6760869565217391,optimal,20.724847520139562,4,2,18,0,0.46415888336127825,101,0.005249900001217611,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.6956521739130435,optimal,20.889476819166603,4,2,18,0,0.46415888336127825,101,0.0062470999982906505,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.7152173913043478,optimal,21.049539534558118,4,2,18,0,0.46415888336127825,101,0.007931199994345661,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.7347826086956522,optimal,21.20528218474589,4,2,18,0,0.46415888336127825,101,0.004863900001510046,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.7543478260869565,optimal,21.3569318499302,4,2,18,0,0.46415888336127825,101,0.005909699997573625,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.7739130434782608,optimal,21.504698163482743,4,2,18,0,0.46415888336127825,101,0.00983260000066366,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.7934782608695652,optimal,21.648775054686674,4,2,18,0,0.46415888336127825,101,0.00971439999557333,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.8130434782608695,optimal,21.7893422791677,4,2,18,0,0.46415888336127825,101,0.007575700001325458,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.8326086956521739,optimal,21.92656676731698,4,2,18,0,0.46415888336127825,101,0.010595300002023578,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.8521739130434782,optimal,22.060603816077986,4,2,18,0,0.46415888336127825,101,0.010270499995385762,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.8717391304347826,optimal,22.191598145436835,4,2,18,0,0.46415888336127825,101,0.009455799998249859,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.8913043478260869,optimal,22.31968483763894,4,2,18,0,0.46415888336127825,101,0.014019200003531296,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.9108695652173913,optimal,22.44499017441456,4,2,18,0,0.46415888336127825,101,0.012765300001774449,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.9304347826086956,optimal,22.567632385221742,4,2,18,0,0.46415888336127825,101,0.008948000002419576,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0022275429519995563,0.95,optimal,22.687722317619546,4,2,18,0,0.46415888336127825,101,0.00909259999752976,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.5,optimal,18.983724643394655,4,2,18,0,0.46415888336127825,101,0.011221100001421291,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.5195652173913043,optimal,19.205231671540147,4,2,18,0,0.46415888336127825,101,0.008952600001066457,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.5391304347826087,optimal,19.418549681164656,4,2,18,0,0.46415888336127825,101,0.005412500002421439,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.558695652173913,optimal,19.624262636392665,4,2,18,0,0.46415888336127825,101,0.010249700004351325,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.5782608695652174,optimal,19.822894181621912,4,2,18,0,0.46415888336127825,101,0.007236499994178303,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.5978260869565217,optimal,20.014915673265243,4,2,18,0,0.46415888336127825,101,0.017312999996647704,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.6173913043478261,optimal,20.20075291763588,4,2,18,0,0.46415888336127825,101,0.012030600002617575,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.6369565217391304,optimal,20.380791857306146,4,2,18,0,0.46415888336127825,101,0.010114600001543295,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.6565217391304348,optimal,20.55538339691747,4,2,18,0,0.46415888336127825,101,0.00991739999881247,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.6760869565217391,optimal,20.724847520139562,4,2,18,0,0.46415888336127825,101,0.010067099996376783,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.6956521739130435,optimal,20.889476819166603,4,2,18,0,0.46415888336127825,101,0.01166170000215061,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.7152173913043478,optimal,21.049539534558118,4,2,18,0,0.46415888336127825,101,0.014228200001525693,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.7347826086956522,optimal,21.20528218474589,4,2,18,0,0.46415888336127825,101,0.01519469999766443,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.7543478260869565,optimal,21.3569318499302,4,2,18,0,0.46415888336127825,101,0.014368199997988995,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.7739130434782608,optimal,21.504698163482743,4,2,18,0,0.46415888336127825,101,0.014806200000748504,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.7934782608695652,optimal,21.648775054686674,4,2,18,0,0.46415888336127825,101,0.010218199997325428,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.8130434782608695,optimal,21.7893422791677,4,2,18,0,0.46415888336127825,101,0.010616300001856871,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.8326086956521739,optimal,21.92656676731698,4,2,18,0,0.46415888336127825,101,0.010641599998052698,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.8521739130434782,optimal,22.060603816077986,4,2,18,0,0.46415888336127825,101,0.010409900001832284,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.8717391304347826,optimal,22.191598145436835,4,2,18,0,0.46415888336127825,101,0.010605499999655876,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.8913043478260869,optimal,22.31968483763894,4,2,18,0,0.46415888336127825,101,0.01050530000065919,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.9108695652173913,optimal,22.44499017441456,4,2,18,0,0.46415888336127825,101,0.010669199997209944,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.9304347826086956,optimal,22.567632385221742,4,2,18,0,0.46415888336127825,101,0.011019400000805035,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.002721338768375309,0.95,optimal,22.687722317619546,4,2,18,0,0.46415888336127825,101,0.0107958000007784,KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.0,0.8836014737777781
14142.13562373095,0.9590000000000001,0.0033245979322709418,0.5,optimal,26.17638453329637,7,3,18,0,0.23713737056616555,125,0.006398400000762194,CAL-EDM:1;CAL-EDM:2;CAL-EDM:3;KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.3333333333333335,0.8720558469222719
14142.13562373095,0.9590000000000001,0.0033245979322709418,0.5195652173913043,optimal,26.564021832550985,7,3,18,0,0.23713737056616555,125,0.006712800000968855,CAL-EDM:1;CAL-EDM:2;CAL-EDM:3;KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.3333333333333335,0.8720558469222719
14142.13562373095,0.9590000000000001,0.0033245979322709418,0.5391304347826087,optimal,26.937328349393873,7,3,18,0,0.23713737056616555,125,0.010824400000274181,CAL-EDM:1;CAL-EDM:2;CAL-EDM:3;KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.3333333333333335,0.8720558469222719
14142.13562373095,0.9590000000000001,0.0033245979322709418,0.558695652173913,optimal,27.297326021042892,7,3,18,0,0.23713737056616555,125,0.01065039999957662,CAL-EDM:1;CAL-EDM:2;CAL-EDM:3;KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.3333333333333335,0.8720558469222719
14142.13562373095,0.9590000000000001,0.0033245979322709418,0.5782608695652174,optimal,27.644931225194075,7,3,18,0,0.23713737056616555,125,0.009521799998765346,CAL-EDM:1;CAL-EDM:2;CAL-EDM:3;KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.3333333333333335,0.8720558469222719
14142.13562373095,0.9590000000000001,0.0033245979322709418,0.5978260869565217,optimal,27.9809688355699,7,3,18,0,0.23713737056616555,125,0.007339099996897858,CAL-EDM:1;CAL-EDM:2;CAL-EDM:3;KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.3333333333333335,0.8720558469222719
14142.13562373095,0.9590000000000001,0.0033245979322709418,0.6173913043478261,optimal,28.30618401321852,7,3,18,0,0.23713737056616555,125,0.007134799998311792,CAL-EDM:1;CAL-EDM:2;CAL-EDM:3;KAM-KEL:1;KAM-KEL:2;OTT-MON:1;OTT-MON:2,3.3333333333333335,0.8720558469222719
